title,island,locality,price,beds,size,link,date,ad_type
2 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,1300,2,50,https://www.kyero.com/en/property/7548963-apartment-long-let-playa-del-ingles,2020-09-24,rent
2 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,850,2,65,https://www.kyero.com/en/property/7885449-apartment-long-let-playa-del-ingles,2020-09-24,rent
2 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,800,2,60,https://www.kyero.com/en/property/7758927-apartment-long-let-arguineguin,2020-09-24,rent
2 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,790,2,55,https://www.kyero.com/en/property/7873300-apartment-long-let-playa-del-ingles,2020-09-24,rent
3 Bedroom Triplex in Costa Meloneras,Gran Canaria,Costa Meloneras,2000,3,2,https://www.kyero.com/en/property/6738470-apartment-long-let-costa-meloneras,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,850,1,1,https://www.kyero.com/en/property/7507790-apartment-long-let-puerto-rico,2020-09-24,rent
1 Bedroom Penthouse in Arguineguin,Gran Canaria,Arguineguin,1100,1,61,https://www.kyero.com/en/property/7111016-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Duplex in Maspalomas,Gran Canaria,Maspalomas,850,1,32,https://www.kyero.com/en/property/6975958-apartment-long-let-maspalomas,2020-09-24,rent
1 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,700,1,50,https://www.kyero.com/en/property/7938493-apartment-long-let-arguineguin,2020-09-24,rent
3 Bedroom Duplex in Pasito Blanco,Gran Canaria,Pasito Blanco,1500,3,70,https://www.kyero.com/en/property/7217466-apartment-long-let-pasito-blanco,2020-09-24,rent
3 Bedroom Duplex in San Fernando,Gran Canaria,San Fernando,1500,3,147,https://www.kyero.com/en/property/6349205-apartment-long-let-san-fernando,2020-09-24,rent
1 Bedroom Duplex in Maspalomas,Gran Canaria,Maspalomas,640,1,50,https://www.kyero.com/en/property/7935117-apartment-long-let-maspalomas,2020-09-24,rent
1 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,600,1,45,https://www.kyero.com/en/property/7556050-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,600,1,1,https://www.kyero.com/en/property/7405858-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,680,1,48,https://www.kyero.com/en/property/6394451-apartment-long-let-san-agustin,2020-09-24,rent
2 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,800,2,60,https://www.kyero.com/en/property/7651257-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Duplex in Maspalomas,Gran Canaria,Maspalomas,650,1,50,https://www.kyero.com/en/property/7812959-apartment-long-let-maspalomas,2020-09-24,rent
3 Bedroom Duplex in Arguineguin,Gran Canaria,Arguineguin,1400,3,110,https://www.kyero.com/en/property/7507791-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,750,1,65,https://www.kyero.com/en/property/7870598-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,795,1,45,https://www.kyero.com/en/property/7099323-apartment-long-let-playa-del-ingles,2020-09-24,rent
Studio in San Agustin,Gran Canaria,San Agustin,700,1,45,https://www.kyero.com/en/property/7882368-apartment-long-let-san-agustin,2020-09-24,rent
1 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,680,1,40,https://www.kyero.com/en/property/7056644-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Las Palmas De Gran Canaria,Gran Canaria,Las Palmas De Gran Canaria,680,1,40,https://www.kyero.com/en/property/7443125-apartment-long-let-las-palmas-de-gran-canaria,2020-09-24,rent
1 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,1200,1,1,https://www.kyero.com/en/property/6897946-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,700,1,45,https://www.kyero.com/en/property/7234606-apartment-long-let-san-agustin,2020-09-24,rent
2 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,1300,2,80,https://www.kyero.com/en/property/6945249-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,900,1,40,https://www.kyero.com/en/property/7443446-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,800,1,60,https://www.kyero.com/en/property/6711888-apartment-long-let-playa-del-ingles,2020-09-24,rent
1 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,600,1,35,https://www.kyero.com/en/property/7849395-apartment-long-let-san-agustin,2020-09-24,rent
Penthouse in Canteras (Con Los Lomos),Gran Canaria,Canteras (Con Los Lomos),800,1,28,https://www.kyero.com/en/property/7748147-apartment-long-let-canteras-con-los-lomos,2020-09-24,rent
2 Bedroom Apartment in Arinaga,Gran Canaria,Arinaga,950,2,77,https://www.kyero.com/en/property/7590434-apartment-long-let-arinaga,2020-09-24,rent
2 Bedroom Duplex in Arguineguin,Gran Canaria,Arguineguin,1100,2,90,https://www.kyero.com/en/property/6055734-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,850,1,62,https://www.kyero.com/en/property/7758383-apartment-long-let-puerto-rico,2020-09-24,rent
1 Bedroom Apartment in Arinaga,Gran Canaria,Arinaga,600,1,40,https://www.kyero.com/en/property/7779736-apartment-long-let-arinaga,2020-09-24,rent
2 Bedroom Duplex in San Fernando,Gran Canaria,San Fernando,900,2,100,https://www.kyero.com/en/property/7063851-apartment-long-let-san-fernando,2020-09-24,rent
3 Bedroom Duplex in Arinaga,Gran Canaria,Arinaga,1200,3,125,https://www.kyero.com/en/property/6650510-apartment-long-let-arinaga,2020-09-24,rent
2 Bedroom Apartment in Maspalomas,Gran Canaria,Maspalomas,650,2,47,https://www.kyero.com/en/property/7604436-apartment-long-let-maspalomas,2020-09-24,rent
1 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,850,1,45,https://www.kyero.com/en/property/6414470-apartment-long-let-san-agustin,2020-09-24,rent
2 Bedroom Apartment in Mogan,Gran Canaria,Mogan,950,2,60,https://www.kyero.com/en/property/7748118-apartment-long-let-mogan,2020-09-24,rent
2 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,750,2,55,https://www.kyero.com/en/property/7791176-apartment-long-let-playa-del-ingles,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,800,1,40,https://www.kyero.com/en/property/7225881-apartment-long-let-puerto-rico,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,700,1,40,https://www.kyero.com/en/property/7411023-apartment-long-let-puerto-rico,2020-09-24,rent
1 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,650,1,1,https://www.kyero.com/en/property/8049147-apartment-long-let-san-agustin,2020-09-24,rent
1 Bedroom Apartment in Playa Del Aguila,Gran Canaria,Playa Del Aguila,750,1,40,https://www.kyero.com/en/property/5983446-apartment-long-let-playa-del-aguila,2020-09-24,rent
2 Bedroom Apartment in Salobre,Gran Canaria,Salobre,650,2,60,https://www.kyero.com/en/property/5806918-apartment-long-let-salobre,2020-09-24,rent
3 Bedroom Duplex in Arguineguin,Gran Canaria,Arguineguin,1400,3,90,https://www.kyero.com/en/property/7838916-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Mogan,Gran Canaria,Mogan,750,1,40,https://www.kyero.com/en/property/6186808-apartment-long-let-mogan,2020-09-24,rent
1 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,3000,1,70,https://www.kyero.com/en/property/7680268-apartment-long-let-san-agustin,2020-09-24,rent
1 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,850,1,50,https://www.kyero.com/en/property/6741254-apartment-long-let-san-agustin,2020-09-24,rent
1 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,775,1,45,https://www.kyero.com/en/property/7788762-apartment-long-let-san-agustin,2020-09-24,rent
1 Bedroom Apartment in Mogan,Gran Canaria,Mogan,650,1,42,https://www.kyero.com/en/property/7411024-apartment-long-let-mogan,2020-09-24,rent
2 Bedroom Penthouse in Las Palmas De Gran Canaria,Gran Canaria,Las Palmas De Gran Canaria,1400,2,90,https://www.kyero.com/en/property/7748112-apartment-long-let-las-palmas-de-gran-canaria,2020-09-24,rent
1 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,750,1,65,https://www.kyero.com/en/property/7662561-apartment-long-let-playa-del-ingles,2020-09-24,rent
3 Bedroom Apartment in San Fernando,Gran Canaria,San Fernando,675,3,95,https://www.kyero.com/en/property/7671578-apartment-long-let-san-fernando,2020-09-24,rent
1 Bedroom Apartment in Playa Del Aguila,Gran Canaria,Playa Del Aguila,650,1,50,https://www.kyero.com/en/property/7485709-apartment-long-let-playa-del-aguila,2020-09-24,rent
2 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,1000,2,50,https://www.kyero.com/en/property/7262705-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Taurito,Gran Canaria,Taurito,600,1,40,https://www.kyero.com/en/property/7830444-apartment-long-let-taurito,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,750,1,35,https://www.kyero.com/en/property/7590436-apartment-long-let-puerto-rico,2020-09-24,rent
Studio in San Agustin,Gran Canaria,San Agustin,700,1,55,https://www.kyero.com/en/property/7748145-apartment-long-let-san-agustin,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,800,1,55,https://www.kyero.com/en/property/7651228-apartment-long-let-puerto-rico,2020-09-24,rent
1 Bedroom Penthouse in Arguineguin,Gran Canaria,Arguineguin,1000,1,40,https://www.kyero.com/en/property/7287625-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Salobre,Gran Canaria,Salobre,750,1,50,https://www.kyero.com/en/property/7572945-apartment-long-let-salobre,2020-09-24,rent
1 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,850,1,40,https://www.kyero.com/en/property/6950501-apartment-long-let-san-agustin,2020-09-24,rent
1 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,750,1,50,https://www.kyero.com/en/property/7870465-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Taurito,Gran Canaria,Taurito,690,1,40,https://www.kyero.com/en/property/7225880-apartment-long-let-taurito,2020-09-24,rent
1 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,1050,1,67,https://www.kyero.com/en/property/7703630-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,700,1,70,https://www.kyero.com/en/property/7234608-apartment-long-let-playa-del-ingles,2020-09-24,rent
1 Bedroom Apartment in Patalavaca,Gran Canaria,Patalavaca,600,1,36,https://www.kyero.com/en/property/7237683-apartment-long-let-patalavaca,2020-09-24,rent
1 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,900,1,68,https://www.kyero.com/en/property/7565946-apartment-long-let-san-agustin,2020-09-24,rent
1 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,850,1,45,https://www.kyero.com/en/property/7099321-apartment-long-let-playa-del-ingles,2020-09-24,rent
2 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,1150,2,1,https://www.kyero.com/en/property/7872145-apartment-long-let-san-agustin,2020-09-24,rent
3 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,1700,3,180,https://www.kyero.com/en/property/5620328-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,750,1,40,https://www.kyero.com/en/property/5996282-apartment-long-let-puerto-rico,2020-09-24,rent
3 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,950,3,2,https://www.kyero.com/en/property/7214416-apartment-long-let-san-agustin,2020-09-24,rent
1 Bedroom Studio in San Fernando,Gran Canaria,San Fernando,550,1,35,https://www.kyero.com/en/property/7927061-apartment-long-let-san-fernando,2020-09-24,rent
2 Bedroom Duplex in Fataga,Gran Canaria,Fataga,700,2,70,https://www.kyero.com/en/property/7840278-apartment-long-let-fataga,2020-09-24,rent
2 Bedroom Duplex in Arguineguin,Gran Canaria,Arguineguin,1200,2,90,https://www.kyero.com/en/property/7781830-apartment-long-let-arguineguin,2020-09-24,rent
2 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,800,2,100,https://www.kyero.com/en/property/7758916-apartment-long-let-arguineguin,2020-09-24,rent
2 Bedroom Penthouse in Pasito Blanco,Gran Canaria,Pasito Blanco,2750,2,135,https://www.kyero.com/en/property/5405674-apartment-long-let-pasito-blanco,2020-09-24,rent
2 Bedroom Apartment in Mogan,Gran Canaria,Mogan,1200,2,61,https://www.kyero.com/en/property/7398051-apartment-long-let-mogan,2020-09-24,rent
1 Bedroom Studio in San Agustin,Gran Canaria,San Agustin,800,1,38,https://www.kyero.com/en/property/7834383-apartment-long-let-san-agustin,2020-09-24,rent
Apartment in Arguineguin,Gran Canaria,Arguineguin,1000,1,40,https://www.kyero.com/en/property/7446880-apartment-long-let-arguineguin,2020-09-24,rent
Apartment in Canteras (Con Los Lomos),Gran Canaria,Canteras (Con Los Lomos),600,1,35,https://www.kyero.com/en/property/7748123-apartment-long-let-canteras-con-los-lomos,2020-09-24,rent
2 Bedroom Duplex in Puerto Rico,Gran Canaria,Puerto Rico,1200,2,67,https://www.kyero.com/en/property/7572591-apartment-long-let-puerto-rico,2020-09-24,rent
1 Bedroom Apartment in Las Palmas De Gran Canaria,Gran Canaria,Las Palmas De Gran Canaria,800,1,70,https://www.kyero.com/en/property/7122532-apartment-long-let-las-palmas-de-gran-canaria,2020-09-24,rent
1 Bedroom Apartment in Castillo Del Romeral,Gran Canaria,Castillo Del Romeral,600,1,55,https://www.kyero.com/en/property/7411022-apartment-long-let-castillo-del-romeral,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,850,1,40,https://www.kyero.com/en/property/7109143-apartment-long-let-puerto-rico,2020-09-24,rent
2 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,1300,2,65,https://www.kyero.com/en/property/6404978-apartment-long-let-san-agustin,2020-09-24,rent
3 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,1800,3,100,https://www.kyero.com/en/property/7755270-apartment-long-let-playa-del-ingles,2020-09-24,rent
Studio in Arguineguin,Gran Canaria,Arguineguin,650,1,25,https://www.kyero.com/en/property/7449545-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,750,1,40,https://www.kyero.com/en/property/7870260-apartment-long-let-arguineguin,2020-09-24,rent
2 Bedroom Duplex in Maspalomas,Gran Canaria,Maspalomas,900,2,45,https://www.kyero.com/en/property/7935496-apartment-long-let-maspalomas,2020-09-24,rent
3 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,1550,3,60,https://www.kyero.com/en/property/7646797-apartment-long-let-san-agustin,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,900,1,48,https://www.kyero.com/en/property/6513306-apartment-long-let-puerto-rico,2020-09-24,rent
1 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,1000,1,1,https://www.kyero.com/en/property/7095355-apartment-long-let-san-agustin,2020-09-24,rent
2 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,750,2,50,https://www.kyero.com/en/property/8049318-apartment-long-let-playa-del-ingles,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,550,1,40,https://www.kyero.com/en/property/7939545-apartment-long-let-puerto-rico,2020-09-24,rent
2 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,1200,2,60,https://www.kyero.com/en/property/6686258-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Studio in Puerto Rico,Gran Canaria,Puerto Rico,600,1,35,https://www.kyero.com/en/property/7617848-apartment-long-let-puerto-rico,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,800,1,1,https://www.kyero.com/en/property/8049145-apartment-long-let-puerto-rico,2020-09-24,rent
1 Bedroom Duplex in San Bartolome De Tirajana,Gran Canaria,San Bartolome De Tirajana,650,1,44,https://www.kyero.com/en/property/6722398-apartment-long-let-san-bartolome-de-tirajana,2020-09-24,rent
3 Bedroom Duplex in Arguineguin,Gran Canaria,Arguineguin,1950,3,111,https://www.kyero.com/en/property/7363996-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,800,1,40,https://www.kyero.com/en/property/7612997-apartment-long-let-playa-del-ingles,2020-09-24,rent
2 Bedroom Apartment in Las Palmas De Gran Canaria,Gran Canaria,Las Palmas De Gran Canaria,1300,2,101,https://www.kyero.com/en/property/7748119-apartment-long-let-las-palmas-de-gran-canaria,2020-09-24,rent
1 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,600,1,35,https://www.kyero.com/en/property/7790671-apartment-long-let-playa-del-ingles,2020-09-24,rent
1 Bedroom Apartment in Playa Del Aguila,Gran Canaria,Playa Del Aguila,1250,1,45,https://www.kyero.com/en/property/6275907-apartment-long-let-playa-del-aguila,2020-09-24,rent
3 Bedroom Apartment in Galdar,Gran Canaria,Galdar,700,3,70,https://www.kyero.com/en/property/7748139-apartment-long-let-galdar,2020-09-24,rent
1 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,750,1,35,https://www.kyero.com/en/property/6860940-apartment-long-let-arguineguin,2020-09-24,rent
2 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,900,2,60,https://www.kyero.com/en/property/7398050-apartment-long-let-arguineguin,2020-09-24,rent
2 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,650,2,60,https://www.kyero.com/en/property/7652507-apartment-long-let-san-agustin,2020-09-24,rent
1 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,625,1,40,https://www.kyero.com/en/property/7295590-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,550,1,35,https://www.kyero.com/en/property/7374244-apartment-long-let-puerto-rico,2020-09-24,rent
2 Bedroom Apartment in Playa Del Ingles,Gran Canaria,Playa Del Ingles,750,2,55,https://www.kyero.com/en/property/7234609-apartment-long-let-playa-del-ingles,2020-09-24,rent
2 Bedroom Apartment in Maspalomas,Gran Canaria,Maspalomas,900,2,65,https://www.kyero.com/en/property/7887839-apartment-long-let-maspalomas,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,750,1,40,https://www.kyero.com/en/property/7122509-apartment-long-let-puerto-rico,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,1000,1,40,https://www.kyero.com/en/property/7870466-apartment-long-let-puerto-rico,2020-09-24,rent
2 Bedroom Duplex in Costa Meloneras,Gran Canaria,Costa Meloneras,1350,2,90,https://www.kyero.com/en/property/7855667-apartment-long-let-costa-meloneras,2020-09-24,rent
2 Bedroom Apartment in Escaleritas,Gran Canaria,Escaleritas,1200,2,110,https://www.kyero.com/en/property/7748140-apartment-long-let-escaleritas,2020-09-24,rent
3 Bedroom Apartment in Triana,Gran Canaria,Triana,1050,3,160,https://www.kyero.com/en/property/7748152-apartment-long-let-triana,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,700,1,44,https://www.kyero.com/en/property/7758384-apartment-long-let-puerto-rico,2020-09-24,rent
1 Bedroom Apartment in Mogan,Gran Canaria,Mogan,650,1,40,https://www.kyero.com/en/property/7443109-apartment-long-let-mogan,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,900,1,40,https://www.kyero.com/en/property/7779737-apartment-long-let-puerto-rico,2020-09-24,rent
2 Bedroom Duplex in Playa Del Ingles,Gran Canaria,Playa Del Ingles,900,2,50,https://www.kyero.com/en/property/7935118-apartment-long-let-playa-del-ingles,2020-09-24,rent
2 Bedroom Apartment in Arinaga,Gran Canaria,Arinaga,700,2,56,https://www.kyero.com/en/property/6469886-apartment-long-let-arinaga,2020-09-24,rent
1 Bedroom Duplex in Maspalomas,Gran Canaria,Maspalomas,750,1,48,https://www.kyero.com/en/property/7469834-apartment-long-let-maspalomas,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,900,1,38,https://www.kyero.com/en/property/7834380-apartment-long-let-puerto-rico,2020-09-24,rent
1 Bedroom Apartment in Arguineguin,Gran Canaria,Arguineguin,750,1,45,https://www.kyero.com/en/property/7411014-apartment-long-let-arguineguin,2020-09-24,rent
1 Bedroom Apartment in San Agustin,Gran Canaria,San Agustin,1200,1,40,https://www.kyero.com/en/property/7851928-apartment-long-let-san-agustin,2020-09-24,rent
1 Bedroom Apartment in Mogan,Gran Canaria,Mogan,600,1,45,https://www.kyero.com/en/property/7942841-apartment-long-let-mogan,2020-09-24,rent
1 Bedroom Apartment in Puerto Rico,Gran Canaria,Puerto Rico,650,1,37,https://www.kyero.com/en/property/7069252-apartment-long-let-puerto-rico,2020-09-24,rent
2 Bedroom Apartment in Sonnenland,Gran Canaria,Sonnenland,1100,2,45,https://www.kyero.com/en/property/7687253-apartment-long-let-sonnenland,2020-09-24,rent
1 Bedroom Apartment in Maspalomas,Gran Canaria,Maspalomas,620,1,50,https://www.kyero.com/en/property/7704056-apartment-long-let-maspalomas,2020-09-24,rent
