country,skill_sets,top_skills
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistical Modeling', 'Data Analysis']}, {'\n  Tools & Technologies': ['Microsoft Word', 'Microsoft Office', 'Photoshop', 'C++', 'Matlab', 'Python', 'R']}, {'\n  Interpersonal Skills': ['Customer Service']}, {'\n  Languages': ['English']}]","Research,Microsoft Excel,PowerPoint"
"Buffalo/Niagara, New York Area","[{'\n  Industry Knowledge': ['Software Project Management', 'Software Development', 'Optimization', 'Software Installation', 'Artificial Intelligence', 'Big Data']}, {'\n  Tools & Technologies': ['C#', 'OpenGL', 'Unity3D', 'JavaScript', 'Linux', 'R', 'C']}, {'\n  Other Skills': ['Compilers', 'GLSL']}]","Machine Learning,C++,Python"
,,
Ireland,"[{'\n  Industry Knowledge': ['Data Analysis', 'Statistics', 'Sustainability', 'Spatial Analysis', 'Environmental Policy', 'Energy Efficiency', 'Sustainable Development', 'Research', 'Urban Planning', 'Urban Design', 'Modeling', 'Renewable Energy', 'Simulations']}, {'\n  Tools & Technologies': ['GIS', 'Django', 'JavaScript', 'LaTeX']}, {'\n  Other Skills': ['Spatial Databases', 'PostGIS']}]","Python,R,Data Science"
"Mammoth Lakes, California","[{'\n  Industry Knowledge': ['Statistics', 'Big Data', 'Statistical Modeling', 'Algorithms', 'Research', 'Computer Science', 'Optimization', 'Distributed Systems', 'Data Visualization', 'Mathematics', 'Software Engineering']}, {'\n  Tools & Technologies': ['Python', 'Hadoop', 'Java', 'C++', 'SQL', 'Linux', 'LaTeX', 'Perl', 'MySQL', 'Bash', 'AWS', 'S3', 'Amazon Web Services', 'Subversion']}, {'\n  Interpersonal Skills': ['Search']}, {'\n  Other Skills': ['Natural Language Processing', 'Predictive Analytics', 'Text Mining', 'Information Retrieval', 'Pattern Recognition', 'MapReduce', 'Web Crawling', 'Statistical Computing', 'High Performance Computing', 'Predictive Modeling', 'Hive', 'Bayesian statistics', 'Time Series Analysis', 'Neural Networks', 'Lucene', 'Graph Theory', 'Web Mining', 'Information Extraction', 'Web Scraping', 'EC2', 'White Hat Data Science']}]","Machine Learning,Data Mining,R"
"London, Greater London, United Kingdom","[{'\n  Industry Knowledge': ['Analytics', 'Direct Marketing', 'Credit Cards', 'Segmentation', 'Marketing', 'CRM', 'Finance', 'Customer Insight', 'Data Warehousing', 'Customer Segmentation', 'Financial Services', 'Data Mining', 'Business Intelligence']}, {'\n  Tools & Technologies': ['SQL', 'Hadoop', 'Microsoft SQL Server', 'Business Objects', 'R', 'Microsoft Excel', 'Databases', 'Git', 'OS X', 'Linux']}, {'\n  Other Skills': ['Predictive Analytics', 'Hive', 'MapInfo Professional', 'Target Marketing', 'Consumer Finance']}]","Python,Machine Learning,Data Analysis"
"Within 23 wards, Tokyo, Japan","[{'\n  Industry Knowledge': ['Machine Learning', 'Big Data', 'Econometrics', 'Digital Marketing', 'Marketing', 'Neuroscience']}, {'\n  Tools & Technologies': ['SQL', 'Matlab', 'Hadoop']}, {'\n  Languages': ['Business English']}, {'\n  Other Skills': ['Pattern Recognition', 'Data Science', 'Markov Chain Monte Carlo', 'Multivariate Statistics', 'Bayesian modeling', 'Time Series Analysis', 'Hierarchical Bayesian Modeling', 'Deep Learning', 'Social Network Analysis', 'Graph Theory', 'Functional Neuroimaging']}]","Statistics,Data Mining,R"
"Mountain View, California","[{'\n  Industry Knowledge': ['Data Structures', 'Big Data', 'Computer Science', 'Software Development', 'Android Development', 'Data Mining', 'Research', 'Web Services', 'Data Analysis', 'Machine Learning', 'Shell Script', 'Database Design', 'Cloud Computing']}, {'\n  Tools & Technologies': ['C++', 'Matlab', 'Linux', 'Hadoop', 'Databases', 'Amazon Web Services (AWS)', 'Python', 'Microsoft Office', 'C/C++', 'JavaScript', 'HTML/CSS', 'Amazon AWS', 'MATLAB', 'Node.js', 'AngularJS']}, {'\n  Other Skills': ['Git Version Control', 'Google API', 'Express.js', 'Web Application Design', 'Distributed System']}]","C,Java,Algorithms"
"Mountain View, California","[{'\n  Industry Knowledge': ['Computer Science', 'Software Development', 'Big Data', 'Software Engineering']}, {'\n  Tools & Technologies': ['Java', 'MySQL', 'Python', 'Hadoop', 'Linux', 'Unix']}, {'\n  Other Skills': ['Predictive Modeling']}]","Machine Learning,Data Mining,Algorithms"
"Zürich, Canton of Zürich, Switzerland","[{'\n  Industry Knowledge': ['Cloud Computing', 'Start-ups', 'Statistics', 'Data Visualization', 'User Experience', 'NLP', 'Statistical Modeling', 'Data Analysis', 'Mobile Devices', 'Strategy', 'Project Management', 'Business Strategy']}, {'\n  Tools & Technologies': ['SQL', 'JavaScript', 'R', 'Python', 'Google Analytics', 'Linux', 'Java']}, {'\n  Interpersonal Skills': ['Team Leadership']}, {'\n  Other Skills': ['Random Forest', 'Online Strategy', 'Google App Engine', 'Log Analysis', 'Go', 'Product Vision']}]","Analysis,Machine Learning,Predictive Analytics"
"San Francisco, California","[{'\n  Industry Knowledge': ['Computer Vision', 'Algorithms', 'Image Processing', 'R&D', 'Entrepreneurship', 'Optics', 'Start-ups', 'Software Engineering', 'Software Development', 'Research and Development (R&D)', 'Cloud Computing']}, {'\n  Tools & Technologies': ['Python', 'Java', 'R', 'Embedded Systems', 'Matlab', 'Solidworks']}, {'\n  Other Skills': ['Pattern Recognition', 'Communication Systems', 'Statistical Signal Processing', 'EEG', 'elastic search', 'Deep Learning']}]","Machine Learning,Signal Processing,Simulations"
"Mountain View, California","[{'\n  Industry Knowledge': ['Statistical Modeling', 'Bioinformatics', 'Data Mining', 'Epidemiology', 'Painting', 'Biotechnology', 'Literature Reviews']}, {'\n  Tools & Technologies': ['Hadoop', 'Python', 'Matlab', 'Stata', 'SAS', 'Java', 'C++']}, {'\n  Other Skills': ['Survival Analysis', 'MapReduce', 'statistics consulting', 'Parallel Programming']}]","Biostatistics,Statistics,R"
,,
Greater Los Angeles Area,"[{'\n  Industry Knowledge': ['Data Mining', 'Statistics', 'Statistical Modeling', 'Research', 'Algorithms']}, {'\n  Tools & Technologies': ['Python', 'R', 'C', 'LaTeX', 'Java', 'C++', 'Microsoft Office', 'MATLAB']}]","Data Analysis,Matlab,Machine Learning"
"Mountain View, California","[{'\n  Industry Knowledge': ['Software Engineering', 'Data Mining', 'Signal Processing', 'Artificial Intelligence', 'Shell Scripting']}, {'\n  Tools & Technologies': ['Matlab', 'Java', 'C', 'Hadoop', 'R', 'JavaScript', 'PHP', 'HTML', 'MySQL', 'XML', 'Android', 'CSS', 'Ruby on Rails', 'SQLite']}, {'\n  Other Skills': ['MapReduce', 'CUDA', 'Hive']}]","C++,Python,Machine Learning"
"Berlin Area, Germany","[{'\n  Industry Knowledge': ['Algorithms', 'Management Consulting', 'Big Data', 'Computer Science', 'Programming', 'Data Visualization', 'Simulations', 'Data Analysis']}, {'\n  Tools & Technologies': ['R', 'Matlab', 'Microsoft Excel', 'Java']}, {'\n  Other Skills': ['Applied Mathematics', 'Data Analytics', 'Scientific Computing']}]","LaTeX,Mathematical Modeling,Analysis"
"Zürich, Canton of Zürich, Switzerland","[{'\n  Industry Knowledge': ['Statistical Modeling', 'Statistical Data Analysis', 'Research', 'SAS Programming', 'Analysis', 'Machine Learning', 'Epidemiology']}, {'\n  Tools & Technologies': ['R', 'Stata', 'SAS', 'SPSS', 'Python']}, {'\n  Other Skills': ['Time Series Analysis', 'Logistic Regression', 'Statistical Consulting', 'Applied Mathematics', 'Data Science', 'Bayesian statistics', 'Large-scale Data Analysis', 'Linear Regression', 'Survival Analysis', 'WinBUGS', 'Categorical Data Analysis']}]","Data Analysis,Statistics,Biostatistics"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Research', 'Data Analysis', 'Statistical Modeling', 'Epidemiology', 'Literature Reviews', 'Genetics', 'Public Health', 'Genomics', 'Bioinformatics']}, {'\n  Tools & Technologies': ['SAS', 'SPSS', 'LaTeX']}, {'\n  Other Skills': ['Survival Analysis', 'Experimental Design', 'Linear Regression', 'Population Genetics']}]","Biostatistics,Statistics,R"
"Mexico City Area, Mexico","[{'\n  Industry Knowledge': ['Online Marketing', 'Psychology', 'Optimization', 'Biomedical Engineering', 'Mathematics', 'Engineering', 'Social Media Marketing', 'Online Advertising', 'Search Engine Marketing', 'Conversion Optimization', 'Data mining', 'Email Marketing', 'Facebook Marketing', 'Business Intelligence', 'Advertising', 'Data Analysis', 'SEM']}, {'\n  Tools & Technologies': ['HTML', 'JavaScript', 'Google Analytics', 'WordPress', 'CSS', 'Visual Basic', 'Python', 'R', 'Cascading Style Sheets (CSS)']}, {'\n  Interpersonal Skills': ['Team Management']}, {'\n  Other Skills': ['DFA', 'Data Science', 'Complex Event Processing', 'Event Processing', 'CPA Marketing', 'CPC Marketing', 'Product Feed', 'Publicidad en Internet', 'Online Sales']}]","Marketing Strategy,Digital Marketing,SEO"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Business Strategy', 'Management Consulting', 'Product Management', 'Business Process', 'Process Improvement', 'Program Management']}, {'\n  Interpersonal Skills': ['Leadership']}]","Strategy,Analytics,Consulting"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Machine Learning', 'Statistical Modeling', 'Algorithms', 'Quantitative Analytics', 'Mathematical Modeling', 'Big Data', 'Data Mining']}, {'\n  Tools & Technologies': ['LaTeX', 'Python', 'SQL', 'Mathematica', 'Hadoop', 'Linux', 'Scala']}, {'\n  Other Skills': ['Time Series Analysis', 'Hive', 'Apache Spark']}]","Statistics,R,Matlab"
Greater New York City Area,"[{'\n  Industry Knowledge': ['Algorithms', 'Statistical Data Analysis', 'Data Mining', 'Analytics', 'Research', 'Data Analysis', 'Cloud Computing', 'Agile Methodologies']}, {'\n  Tools & Technologies': ['Python', 'SQL']}, {'\n  Interpersonal Skills': ['Public Speaking']}, {'\n  Other Skills': ['Predictive Analytics']}]","Data Science,Machine Learning,R"
"Tel Aviv Area, Israel","[{'\n  Industry Knowledge': ['Engineering', 'Physics', 'Programming', 'iOS development', 'Machining']}, {'\n  Tools & Technologies': ['Xcode', 'iOS', 'PowerPoint', 'Java', 'Microsoft Office', 'Microsoft Excel', 'R']}, {'\n  Languages': ['French', 'English']}, {'\n  Other Skills': ['Analyse de données', 'Développement iOS', 'Computers', 'Website Development']}]","Big data,Python,Intelligence artificielle"
Greater New York City Area,"[{'\n  Industry Knowledge': ['Statistics', 'Mathematical Modeling', 'Physics', 'Data Mining', 'Research', 'Data Analysis', 'Algorithms', 'Data Structures']}, {'\n  Tools & Technologies': ['C++', 'SAS', 'Mathematica', 'Python', 'LaTeX', 'Linux']}, {'\n  Other Skills': ['Convex Optimization']}]","Matlab,R,Machine Learning"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Software Engineering', 'Quantitative Analytics', 'Quantitative Analysis']}, {'\n  Tools & Technologies': ['Matlab']}, {'\n  Other Skills': ['Perforce', 'Tigers']}]","C++,Algorithms,Java"
"Chicago, Illinois","[{'\n  Industry Knowledge': ['Data Mining', 'Market Research', 'Segmentation', 'Customer Insight', 'Analysis', 'Statistical Modeling', 'Statistics', 'Business Intelligence', 'Business Analytics', 'Quantitative Analytics', 'Business Analysis']}, {'\n  Tools & Technologies': ['SPSS', 'Microsoft Excel', 'VBA', 'Access', 'SQL', 'R']}, {'\n  Other Skills': ['Customer Analysis', 'Predictive Modeling']}]","Analytics,Data Analysis,SAS"
,,
,,
"San Francisco, California","[{'\n  Industry Knowledge': ['Programming', 'Engineering']}, {'\n  Tools & Technologies': ['Matlab', 'MySQL', 'C', 'C++', 'Java', 'ANSYS', 'Microsoft Excel', 'LaTeX', 'PowerPoint']}, {'\n  Other Skills': ['Spark', 'Pig', 'Hive']}]","R,Python,Linux"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Analysis', 'Research', 'Web Development', 'Economics', 'Statistics', 'Business Analysis', 'SEO', 'Start-ups', 'Business Development']}, {'\n  Tools & Technologies': ['Microsoft Office', 'JavaScript', 'HTML', 'Java', 'CSS']}, {'\n  Other Skills': ['OCaml', 'CSS3']}]","Data Analysis,Python,R"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'Statistics', 'Numerical Analysis', 'Optimization', 'Algorithms', 'Statistical Modeling', 'Data Analysis']}, {'\n  Tools & Technologies': ['Matlab', 'R', 'C++', 'Python']}, {'\n  Other Skills': ['CPLEX', 'Bayesian statistics', 'Scientific Computing']}]","Mathematical Modeling,Simulations,Operations Research"
"New York, New York","[{'\n  Industry Knowledge': ['Project Management', 'Statistics', 'Research', 'Knowledge Management', 'Management Consulting']}, {'\n  Tools & Technologies': ['SQL', 'MySQL']}, {'\n  Languages': ['English']}]","Business Intelligence,Data Analysis,Business Analysis"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Algorithms', 'Data Mining']}, {'\n  Tools & Technologies': ['Python', 'R', 'Matlab', 'LaTeX', 'Mathematica', 'SQL', 'Git']}, {'\n  Interpersonal Skills': ['Teaching']}, {'\n  Other Skills': ['Natural Language Processing', 'Data Science']}]","Mathematics,University Teaching,Machine Learning"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Optimization', 'Machine Learning', 'Data Mining', 'Statistics', 'Mathematical Modeling', 'Signal Processing', 'Survey Design', 'Research', 'Analytics', 'Quantitative Research', 'Quantitative Analytics']}, {'\n  Tools & Technologies': ['Matlab', 'SQL']}, {'\n  Other Skills': ['Predictive Modeling', 'Applied Econometrics', 'Marketing Research', 'Social Network Analysis', 'Applied Mathematics', 'Data Science']}]","R,Statistical Modeling,Algorithms"
Greater New York City Area,"[{'\n  Industry Knowledge': ['Data Visualization', 'Management Consulting', 'Derivatives', 'Valuation', 'Strategy', 'Equities', 'Commodity Markets', 'Analytics', 'Fixed Income', 'Corporate Finance', 'Statistical Data Analysis', 'Optimization', 'Physics']}, {'\n  Tools & Technologies': ['VBA', 'Bloomberg', 'Matlab', 'C++', 'Visual Basic for Applications (VBA)']}, {'\n  Other Skills': ['Quantitative Finance', 'Monte Carlo Simulation', 'Rates', 'Equity Capital Markets', 'Time Series Analysis', 'FX Spot', 'Corporate Credit', 'Interest Rates']}]","Python,R,Financial Modeling"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Financial Modeling', 'Derivatives', 'Fixed Income', 'Financial Analysis']}, {'\n  Tools & Technologies': ['R', 'Matlab', 'Microsoft Excel', 'VBA', 'Bloomberg', 'Java', 'Microsoft Office']}, {'\n  Other Skills': ['Quantitative Finance']}]","Quantitative Analytics,Python,Data Analysis"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Statistics', 'Business Intelligence', 'Project Management', 'Optimization', 'Machine Learning', 'Agile Methodologies', 'Program Management', 'Testing', 'Programming', 'Software Documentation', 'CRM', 'Database Design', 'Healthcare']}, {'\n  Tools & Technologies': ['Visio', 'R', 'SQL', 'Databases', 'SAS', 'Python', 'VBA', 'C', 'Access', 'MySQL', 'Minitab', 'SAP', 'Perl', 'Cognos', 'Stata', 'MATLAB']}, {'\n  Other Skills': []}]","Data Mining,Data Analysis,Matlab"
,,
"New York, New York","[{'\n  Industry Knowledge': ['Marketing Strategy', 'Advertising', 'Marketing', 'SEM', 'Analytics', 'CRM']}, {'\n  Tools & Technologies': ['Google Analytics', 'Google Adwords', 'R', 'SQL', 'Python']}, {'\n  Interpersonal Skills': ['Management']}, {'\n  Other Skills': ['Google Tag Manager']}]","Digital Marketing,SEO,Digital Strategy"
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Financial Accounting', 'Statistics']}, {'\n  Tools & Technologies': ['Microsoft Excel', 'SAS', 'R', 'SQL', 'Python', 'PowerPoint', 'Tableau', 'Stata', 'Bloomberg']}]","Data Analysis,Qualitative Research,Financial Accounting"
,,
"New York, New York","[{'\n  Industry Knowledge': ['Email Marketing', 'SEO', 'Social Media Marketing', 'Digital Marketing', 'CRM', 'Publishing', 'Project Management', 'Marketing Strategy', 'Market Research', 'SEM', 'Online Advertising', 'Analytics', 'Vendor Management', 'Strategy', 'B2B Marketing', 'Sales', 'Product Management', 'Digital Media', 'Business Development', 'E-commerce', 'Research']}, {'\n  Tools & Technologies': ['HTML', 'Salesforce.com', 'Google Adwords', 'Microsoft Excel', 'Enterprise Software', 'SQL', 'Python', 'JavaScript', 'React.js', 'Node.js']}, {'\n  Interpersonal Skills': ['Leadership', 'Management', 'Strategic Partnerships']}, {'\n  Other Skills': []}]","Marketing,Lead Generation,Social Media"
,,
,,
,,
,,
,,
,,
"Mountain View, California","[{'\n  Industry Knowledge': ['Statistics', 'Data Analysis', 'Machine Learning', 'Data Mining', 'Statistical Modeling', 'SAS Programming', 'Research']}, {'\n  Tools & Technologies': ['LaTeX', 'Python', 'SQL', 'C', 'Julia', 'Java']}]","R,SAS,Matlab"
Greater Los Angeles Area,"[{'\n  Industry Knowledge': ['Data Visualization', 'Design of Experiments', 'Data Analysis', 'Simulations', 'Software Development', 'Programming', 'Physics', 'Nanotechnology']}, {'\n  Tools & Technologies': ['SQL', 'Linux', 'NoSQL', 'Java', 'Google Analytics', 'Matlab']}, {'\n  Other Skills': ['Spark', 'Natural Language Processing', 'Recommender Systems', 'Information Retrieval', 'Text Mining', 'ElasticSearch', 'Deep Learning', 'MapReduce', 'Hive', 'DoubleClick for Publishers (DFP)', 'Facebook API', 'Scientific Computing', 'Experimentation', 'Nanofabrication']}]","Python,Machine Learning,Data Science"
,,
United Kingdom,"[{'\n  Industry Knowledge': ['Data Visualization', 'E-commerce', 'Business Intelligence', 'Data Analysis', 'PPC', 'Online Advertising', 'Statistics', 'Data Mining', 'Data Integration', 'Agile Methodologies', 'Product Management', 'Analysis', 'Data Warehousing']}, {'\n  Tools & Technologies': ['SQL', 'Python', 'Google Analytics', 'Microsoft Excel', 'R', 'CMS', 'Microsoft SQL Server']}, {'\n  Interpersonal Skills': ['Management']}, {'\n  Other Skills': ['Omniture', 'Processing', 'Predictive Analytics', 'Online Retail']}]","Analytics,Web Analytics,Data Science"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Mining', 'Statistics', 'Quantitative Analytics', 'Mathematical Modeling', 'Analytics', 'Forecasting', 'Machine Learning', 'Big Data', 'Mathematics', 'Data Modeling', 'Financial Modeling']}, {'\n  Tools & Technologies': ['Python', 'SAS', 'SQL', 'LaTeX', 'Matlab']}, {'\n  Other Skills': ['Time Series Analysis', 'Predictive Modeling', 'Predictive Analytics', 'Bayesian statistics', 'Revenue Forecasting', 'Cluster Analysis']}]","Statistical Modeling,R,Data Analysis"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Algorithms', 'Statistical Modeling', 'Big Data']}, {'\n  Tools & Technologies': ['Matlab', 'C++', 'SQL', 'Java', 'Linux', 'LaTeX', 'Hadoop']}, {'\n  Other Skills': ['MapReduce', 'Algorithm Design']}]","Python,Machine Learning,Data Mining"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'Statistics']}, {'\n  Tools & Technologies': ['SAS', 'SPSS', 'Matlab', 'LaTeX']}, {'\n  Other Skills': ['Time Series Analysis', 'Predictive Modeling']}]","Statistical Modeling,R,Data Mining"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Analytics', 'Data Mining', 'Operations Research', 'Statistical Data Analysis', 'Big Data', 'Basketball', 'Optimization']}, {'\n  Tools & Technologies': ['SAS', 'SQL', 'Python', 'LaTeX', 'Matlab', 'Microsoft Office']}, {'\n  Interpersonal Skills': ['Tutoring', 'Teaching']}, {'\n  Other Skills': ['Predictive Analytics', 'Predictive Modeling', 'Data Analytics', 'Functional Analysis', 'Mathematical Programming', 'Basketball Analytics']}]","Statistics,R,Statistical Modeling"
Singapore,"[{'\n  Industry Knowledge': ['Data Analysis', 'Econometrics', 'Economics', 'Social Media']}, {'\n  Tools & Technologies': ['Microsoft Office', 'Stata', 'SQL', 'R', 'Mixpanel', 'Java', 'Matlab', 'Salesforce.com', 'PowerPoint']}, {'\n  Interpersonal Skills': ['Management']}, {'\n  Other Skills': []}]","Public Speaking,Research,Microsoft Excel"
,,
"Sunnyvale, California","[{'\n  Industry Knowledge': ['Statistics']}, {'\n  Tools & Technologies': ['LaTeX', 'C++', 'Matlab']}]","Operations Research,Data Analysis,Python"
"Los Angeles, California","[{'\n  Industry Knowledge': ['Algorithms', 'Optimization', 'Mathematical Modeling', 'Machine Learning', 'Operations Research', 'Statistics', 'Robotics', 'Numerical Analysis', 'Optimizations']}, {'\n  Tools & Technologies': ['MATLAB']}]","Matlab,LaTeX,Simulations"
"Santa Clara, California","[{'\n  Industry Knowledge': ['Statistical Modeling', 'Data Mining', 'Machine Learning', 'Research']}, {'\n  Tools & Technologies': ['SQL', 'SAS', 'Python', 'Linux', 'Julia', 'C++', 'Microsoft Excel', 'Hadoop', 'Git', 'Matlab', 'LaTeX', 'Databases']}, {'\n  Other Skills': ['A/B Testing']}]","Statistics,Data Analysis,R"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Analysis', 'Statistical Modeling', 'Research', 'Machine Learning', 'Data Collection', 'Data Analysis', 'Analytical Skills']}, {'\n  Tools & Technologies': ['R', 'SAS']}]","Statistics,Matlab,Microsoft Office"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Network Architecture', 'Data Center', 'MPLS', 'Routing', 'Wireless Networking', 'VoIP', '4G', 'Telecommunications', 'QoS', 'Ethernet', 'SIP', 'Mobile Devices', '3G', 'Pre-sales', 'Troubleshooting', 'BGP', 'OSPF', 'TCP/IP', 'Wireless Technologies', 'Solution Architecture', 'Internet Protocol (IP)', 'System Architecture', 'Network Administration', 'WiFi', 'Voice over IP (VoIP)', 'Session Initiation Protocol (SIP)', 'CDMA', 'Internet Protocol Suite (TCP/IP)', 'Multiprotocol Label Switching (MPLS)']}, {'\n  Tools & Technologies': ['LTE', 'Enterprise Software', 'Servers', 'Switches', 'Unix', 'Solaris', 'GSM']}, {'\n  Other Skills': ['Networking', 'SNMP', 'Load Balancing', '3GPP']}]","IP,Network Design,Wireless"
,,
"San Francisco, California","[{'\n  Industry Knowledge': ['Mathematical Modeling', 'Machine Learning', 'Statistics', 'Mathematics', 'Artificial Intelligence', 'Strategic Planning', 'Online Advertising', 'Research']}, {'\n  Tools & Technologies': ['LaTeX', 'MySQL', 'QlikView', 'Google Adwords', 'Microsoft Excel', 'C', 'Java', 'Tableau']}, {'\n  Interpersonal Skills': ['Teaching']}, {'\n  Other Skills': ['Scientific Computing', 'Decision Theory', 'Natural Language Processing', 'Managing Meetings']}]","R,Python,Mathematical Logic"
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Research', 'Bioinformatics', 'Analysis', 'Biotechnology']}, {'\n  Tools & Technologies': ['R', 'Python', 'Tableau', 'SQL', 'Amazon Web Services (AWS)', 'HTML']}, {'\n  Interpersonal Skills': ['Public Speaking', 'Fundraising', 'Mentoring']}, {'\n  Other Skills': ['Apache Spark', 'Web Scraping']}]","Data Analysis,Machine Learning,Teaching"
"Mountain View, California","[{'\n  Industry Knowledge': ['Data Analysis']}, {'\n  Tools & Technologies': ['C', 'Python', 'SQL', 'LaTeX', 'Matlab', 'Mathematica']}, {'\n  Other Skills': ['Time Series Analysis', 'Monte Carlo Simulation']}]","Machine Learning,R,Statistics"
"Mountain View, California","[{'\n  Industry Knowledge': ['Cell Biology', 'Microscopy', 'Fluorescence Microscopy', 'Confocal Microscopy', 'Life Sciences', 'Research', 'Biomedical Engineering']}, {'\n  Tools & Technologies': ['Python', 'Matlab']}, {'\n  Other Skills': ['Bioengineering']}]","Data Analysis,Statistics,R"
