date,link,text,compensation,employment_type,images,description
2018-07-24 11:31,https://newyork.craigslist.org/mnh/sof/d/part-time-long-term-qa-job-in/6651960041.html,"Part-time, long-term QA job in Dumbo (kid's coding app)",Competitive hourly rate,part-time,,"
        ,
Like games? Want part-time QA work?,
This is the job for you.,
,
ABOUT YOU,
- You're methodical and diligent. You always check every nook and cranny.,
- You're incredibly detail oriented.,
- You know your way around software. You've worked in tech or a tech-adjacent role before.,
- You're excited to test a kid's programming app--which entails building games and playing games that kids have made. ,
,
YOUR JOB,
As the QA tester, you will ensure that kids, parents, and teachers can rely on Hopscotch by making sure that every update is stable. You will work out of Hopscotch's Dumbo office for a few hours a week. This is a part-time long-term opportunity.,
,
- You will be responsible for making sure that Hopscotch ships stable updates.,
For every update, Hopscotch will prepare a QA doc outlining tests that should be run.,
- You will go through tests and ensure that the product works as expected, approaching the process from the perspective of a Hopscotch user.,
- You will carefully document any bugs you find so that Hopscotch engineers can reproduce and fix them.,
,
ABOUT HOPSCOTCH,
Everyone should have the chance to experience the joyful and creative parts of computer programming without getting bogged down by syntax. With Hopscotch, kids ages 8-12 can code their own games and share them with others on iPad and iPhone.,
,
Today, hundreds of thousands of kids around the world us Hopscotch. They're making everything from simple animations, to websites and games. The creativity that emerges when you give more people access to the tools they need to make software is incredible.,
,
You'll join an idealistic, fun and diverse crew that is led by two women. You'll help the team ship product frequently and reliably. ,
,
YOUR EXPERIENCE:,
- Excellent English communication skills (written and verbal),
- 2-4 years experience QA testing (bonus),
- Computer and tech savvy, comfortable conducting most of your work via Slack, Facetime, Google Docs, Airtable, and other tools,
,
HOW TO APPLY:,
Please send your resume and a cover letter (in PDF). In your email, please tell us about your favorite internet community.,
,
Hopscotch is an Equal Opportunity Employer. We value diversity among our team and community. People of color, people with disabilities, veterans, and lesbian, gay, bisexual, and transgender people are especially encouraged to apply. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.    "
2018-07-27 11:31,https://newyork.craigslist.org/mnh/sof/d/t-junior-developer-no/6654756553.html,F/T Junior Developer - No Experience OK,$50k and up for the first year. Prove yourself and get much more,full-time,,"
        ,
We are looking for entry level programmers. Little, or basic experience OK. ,
,
It's OK if you just graduated or graduating soon.,
If you have good command of programming fundamentals and ready to learn, let's talk.  ,
,
Quick pay advancement as soon as you prove yourself. ,
,
If you are a talented programmer who is looking to be challenged while working in an environment free of office politics and unrealistic deadlines, we may be the place for you.,
In this position, you will be required to design, develop and implement new features while creating customized solutions using leading-edge technologies. We are a progressive company, full of talented, bright, and self-directed people. We offer a collaborative work environment where creativity, teamwork, and a commitment to excellence are highly valued! ,
,
Qualifications:,
B.S. or M.S. in Computer Science and/or Web Development,
Eclipse,
GWT,
Understanding of relational databases and Content Management Systems,
Good sense of user interface design,
Creative, with strong problem-solving skills,
Must be detail-oriented and have the ability to multitask,
Self-starter, able to work both independently and as part of a team,
,
Technical Requirements Include:,
HTML/HTML5, CSS/CSS3, XML/XSL/XSD, JSON,
Java/JavaScript/JavaScript libraries (JQuery, Prototype, etc.),
,
Additionally, experience with some of the following skills, though not required, would be considered a big plus:,
Tapestry 5,
JSP/Component-oriented frameworks/AJAX,
Web Services (Axis or XFire),
Development of internationalized software,
,
We are E-Verify registered company and would gladly discuss H1B visa sponsorship. However, you must currently reside and posses valid US work status.   ,
,
Apply by Email to jobs@limosys.com,
,
Limosys Software,
550 Sylvan Avenue,
Englewood Cliffs, NJ 07632,
www.limosys.com    "
2018-07-29 10:56,https://newyork.craigslist.org/fct/sof/d/level-1-operations-process/6656414798.html,Level 1 Operations Process Support (Connecticut),Varied,full-time,,"
        ,
IMPORTANT:,
,
* If you do not answer the questions below in your response you will not be considered for the position.,
,
* All candidates will be given thorough criminal and financial background checks. ,
Please do not apply if you cannot pass such checks.,
,
* This position is in Connecticut,
,
SUMMARY:,
,
An opportunity for an articulate, process and detail-oriented individual to be a member of an innovative system and customer support operation team. ,
The successful candidate will facilitate operations across a broad spectrum of ,
mission-critical systems supporting financial research and trading.,
,
No industry or system knowledge is required to succeed in this role. If,
you like performing known and well-documented tasks, documenting a ,
broad range tasks so they can be performed routinely, and the satisfaction,
of completing them on-time while keeping things running, we'd like to talk,
to you!,
,
RESPONSIBILITIES:,
,
Support the continuous and high quality execution of mission-critical,
technology processes. The job function is to execute documented,
operational procedures efficiently and precisely, to document outcomes and,
to escalate when needed. In addition, the ideal candidate will identify,
opportunities to improve existing process team support procedures.,
,
REQUIREMENTS:,
,
* Candidate must be comfortable accessing multiple computer systems and,
programs and executing menu and command line oriented procedures as per,
documentation.,
,
* Basic ability to operate spreadsheets, use web tools, and other standard productivity tools.,
,
NICE TO HAVE:,
,
* Knowledge of financial or trading operations.,
,
* Previous experience with manual processes in claims processing,,
data entry, customer support, accounting, QA or other clerical settings.,
,
,
QUESTIONS: If you are interested in the position please compose a written,
response to the questions below and return it with your resume.,
,
1. Are you a US citizen or Green Card holder? At this time we can not sponsor working visas.,
,
2. What are your salary expectations?,
,
3. When can you start?,
,
4. Please describe any roles where you were responsible to execute a,
regular daily process.,
,
5. Please describe any roles where you improved or created processes and,
process documentation.,
,
6. Please send your resume with an intro letter containing at least 2,
references.,
,
,
    "
2018-07-16 09:32,https://newyork.craigslist.org/mnh/sof/d/ba-qabusiness-analyst-quality/6644584798.html,BA/QA(BUSINESS ANALYST/QUALITY ANALYST) TRAINING & 100% JOB PLACEMENT,DOE,contract,,"
        ,
BA/QA(BUSINESS ANALYST/QUALITY ANALYST) TRAINING & 100% JOB PLACEMENT,
,
,
For more information please call 732 250 3906,
,
Demo Introduction Video: www.youtube.com/watch?v=SHj5bH6VTu8,
,
We offer a Combo BA/QA Course where the students can learn the concepts of BA/QA in the same Program with out any additional effort. This also gives the flexibility for the students to choose the best Career option...BA or QA at the end of the course.,
,
100% JOB PLACEMENT ASSISTANCE RECORD. ALSO SPECIALIZE IN JOBS PLACEMENTS IN NJ,NY as we work mostly with LOCAL CLIENTS in EAST COAST.,
,
We offer detailed ,comprehensive and Job Oriented training in Business Analyst/Quality Analysis with Placement Assistance.,
Flexible timings on Weekdays/Weekends,
Professional guidance for resume preparation and interviews,
Counseling/One-on-one discussion with Trainer to clarify your doubts.,
Flexible timings for the training.,
Aggressive marketing by experienced placement team,
H1b and Green cards sponsorship for deserving candidates,
Training for Certifications and Reimbursement for Certifications on a need basis.,
Professional Training and training material.,
We are currently looking for Citizens/GC holders/OPT/CPT holders/ H1B,
We provide excellent benefits like,
,
Competitive Salary or hourly rates.,
Health Insurance.,
Corporate training opportunities,
Job Placement,
Resume Preparation,
Discussion on Interview Questions,
Job Placement Support,
On Job Support,
,
,
For more information please call 732 250 3906,
QA Testing Course Content,
Introduction to Software Testing,
• What is Software Testing?,
,
Software Development Life cycle,
• Requirements,
• Analysis,
• Design,
• Coding,
• Testing,
• Acceptance,
,
SDLC Models,
• Agile,
• Waterfall model,
• Spiral model,
• V-Model,
,
Testing-Methods,
• White Box Testing,
• Black Box testing,
• Gray Box testing,
,
Types of Testing (Black Box Testing),
• Build Verification Testing,
• Functional Testing,
• Integration Testing,
• Regression Testing,
• System Testing,
• Acceptance Testing,
• Smoke and Sanity Testing,
• Ad-hoc Testing,
• Exploratory Testing,
• Compatibility Testing,
• Disaster Recovery Resting,
• Load, Volume, Stress and Performance Testing,
,
Testing Life Cycle / Quality Assurance Life Cycle / Software Testing Life Cycle,
• Requirements,
• System study,
• Test plan,
• Test Cases,
• Traceability Matrix,
• Test case execution,
• Defect tracking,
• Test Summary Report,
• User Acceptance Testing,
,
Test Plan,
• Objective,
• Scope,
• Approach,
• Methodologies,
• Deliverables,
• Test environment,
• Schedule and Resources,
• Effort and estimation,
• Entry and Exit criteria,
• Templates,
• Risk,
• Assumption,
• Contingency Plan,
• References,
,
Test Case,
• Test Case Design,
• How to write test cases,
• When to execute test cases,
,
Checklists,
• How to create checklists,
• When to use checklists,
,
Defect tracking,
• Defect life cycle,
• Severity, priority,
• Defect tracking Tool -- Quality Center, Bugzilla and Rational Clear Quest,
• Defect report,
• Defect Tracking Sheet ,
• OK for recruiters to contact this job poster.,
• do NOT contact us with unsolicited services or offers    "
2018-07-30 10:46,https://newyork.craigslist.org/mnh/sof/d/ba-qabusiness-analyst-quality/6657210814.html,BA/QA(BUSINESS ANALYST/QUALITY ANALYST) TRAINING & 100% JOB PLACEMENT,DOE,contract,,"
        ,
BA/QA(BUSINESS ANALYST/QUALITY ANALYST) TRAINING & 100% JOB PLACEMENT,
,
,
For more information please call 732 250 3906,
,
Demo Introduction Video: www.youtube.com/watch?v=SHj5bH6VTu8,
,
We offer a Combo BA/QA Course where the students can learn the concepts of BA/QA in the same Program with out any additional effort. This also gives the flexibility for the students to choose the best Career option...BA or QA at the end of the course.,
,
100% JOB PLACEMENT ASSISTANCE RECORD. ALSO SPECIALIZE IN JOBS PLACEMENTS IN NJ,NY as we work mostly with LOCAL CLIENTS in EAST COAST.,
,
We offer detailed ,comprehensive and Job Oriented training in Business Analyst/Quality Analysis with Placement Assistance.,
Flexible timings on Weekdays/Weekends,
Professional guidance for resume preparation and interviews,
Counseling/One-on-one discussion with Trainer to clarify your doubts.,
Flexible timings for the training.,
Aggressive marketing by experienced placement team,
H1b and Green cards sponsorship for deserving candidates,
Training for Certifications and Reimbursement for Certifications on a need basis.,
Professional Training and training material.,
We are currently looking for Citizens/GC holders/OPT/CPT holders/ H1B,
We provide excellent benefits like,
,
Competitive Salary or hourly rates.,
Health Insurance.,
Corporate training opportunities,
Job Placement,
Resume Preparation,
Discussion on Interview Questions,
Job Placement Support,
On Job Support,
,
,
For more information please call 732 250 3906,
QA Testing Course Content,
Introduction to Software Testing,
• What is Software Testing?,
,
Software Development Life cycle,
• Requirements,
• Analysis,
• Design,
• Coding,
• Testing,
• Acceptance,
,
SDLC Models,
• Agile,
• Waterfall model,
• Spiral model,
• V-Model,
,
Testing-Methods,
• White Box Testing,
• Black Box testing,
• Gray Box testing,
,
Types of Testing (Black Box Testing),
• Build Verification Testing,
• Functional Testing,
• Integration Testing,
• Regression Testing,
• System Testing,
• Acceptance Testing,
• Smoke and Sanity Testing,
• Ad-hoc Testing,
• Exploratory Testing,
• Compatibility Testing,
• Disaster Recovery Resting,
• Load, Volume, Stress and Performance Testing,
,
Testing Life Cycle / Quality Assurance Life Cycle / Software Testing Life Cycle,
• Requirements,
• System study,
• Test plan,
• Test Cases,
• Traceability Matrix,
• Test case execution,
• Defect tracking,
• Test Summary Report,
• User Acceptance Testing,
,
Test Plan,
• Objective,
• Scope,
• Approach,
• Methodologies,
• Deliverables,
• Test environment,
• Schedule and Resources,
• Effort and estimation,
• Entry and Exit criteria,
• Templates,
• Risk,
• Assumption,
• Contingency Plan,
• References,
,
Test Case,
• Test Case Design,
• How to write test cases,
• When to execute test cases,
,
Checklists,
• How to create checklists,
• When to use checklists,
,
Defect tracking,
• Defect life cycle,
• Severity, priority,
• Defect tracking Tool -- Quality Center, Bugzilla and Rational Clear Quest,
• Defect report,
• Defect Tracking Sheet ,
• OK for recruiters to contact this job poster.,
• do NOT contact us with unsolicited services or offers    "
2018-07-30 14:17,https://newyork.craigslist.org/mnh/sof/d/software-developer-react-js/6657467146.html,Software developer - React JS/React Native/ Node.JS,"$60,000-$80,000/year, and company equity, depending on skillset and experience. Annual salary increase based on performance.",full-time,,"
        ,
We are an early stage startup working for businesses looking to create smarter, connected devices. For our clients, we take on the full stack development from hardware design and production, to backend big data collection and processing, and mobile app interfaces for our clients' customers.,
,
We're looking for a well-rounded software developer to work on projects both in front-end and back-end. Our front-end is written in ReactJS (web) and React Native (mobile), and our backend is Node.JS/Express/Loopback.,
,
Experience with the aforementioned languages and framework is a plus, but we value drive and passion over experience. ,
,
This is an opportunity to get involved with an early stage startup (<5 people), and grow with us - both professionally and monetarily. We have high potential, as we are actively working for 3 businesses, and have a large pipeline of future work. ,
,
Additionally, this is an opportunity to gain experience in the full IoT stack - which includes hardware development in our 'maker space' office, and AI/analytics using the data from our client's connected devices.,
,
We work in Midtown NYC, near Herald Square. We expect the candidate to work full time and on-site with the rest of the engineering team. We prefer a full-time commitment, but we are open to discussing part-time arrangements. We are also open to negotiating equity compensation in addition to base pay.    "
2018-07-16 13:23,https://newyork.craigslist.org/fct/sof/d/level-1-operations-process/6644847552.html,Level 1 Operations Process Support (Connecticut),Varied,full-time,,"
        ,
IMPORTANT:,
,
* If you do not answer the questions below in your response you will not be considered for the position.,
,
* All candidates will be given thorough criminal and financial background checks. ,
Please do not apply if you cannot pass such checks.,
,
* This position is in Connecticut,
,
SUMMARY:,
,
An opportunity for an articulate, process and detail-oriented individual to be a member of an innovative system and customer support operation team. ,
The successful candidate will facilitate operations across a broad spectrum of ,
mission-critical systems supporting financial research and trading.,
,
No industry or system knowledge is required to succeed in this role. If,
you like performing known and well-documented tasks, documenting a ,
broad range tasks so they can be performed routinely, and the satisfaction,
of completing them on-time while keeping things running, we'd like to talk,
to you!,
,
RESPONSIBILITIES:,
,
Support the continuous and high quality execution of mission-critical,
technology processes. The job function is to execute documented,
operational procedures efficiently and precisely, to document outcomes and,
to escalate when needed. In addition, the ideal candidate will identify,
opportunities to improve existing process team support procedures.,
,
REQUIREMENTS:,
,
* Candidate must be comfortable accessing multiple computer systems and,
programs and executing menu and command line oriented procedures as per,
documentation.,
,
* Basic ability to operate spreadsheets, use web tools, and other standard productivity tools.,
,
NICE TO HAVE:,
,
* Knowledge of financial or trading operations.,
,
* Previous experience with manual processes in claims processing,,
data entry, customer support, accounting, QA or other clerical settings.,
,
,
QUESTIONS: If you are interested in the position please compose a written,
response to the questions below and return it with your resume.,
,
1. Are you a US citizen or Green Card holder? At this time we can not sponsor working visas.,
,
2. What are your salary expectations?,
,
3. When can you start?,
,
4. Please describe any roles where you were responsible to execute a,
regular daily process.,
,
5. Please describe any roles where you improved or created processes and,
process documentation.,
,
6. Please send your resume with an intro letter containing at least 2,
references.,
,
,
    "
2018-07-16 12:05,https://newyork.craigslist.org/mnh/sof/d/coldfusion-developer-nyc/6644750681.html,ColdFusion Developer (NYC),Competitive based on experience,full-time,,"
        ,
,
, 

, 68 out of every 100 employees don't like their jobs. That is a crazy number, right? But there is hope. Retensa makes a difference at improving employee's lives at work. Today, we do that in 44 countries and 12 languages, but we think it could be even more. And you could be a part of that. There is a .01% chance that we will change the world (which may not seem like much, but what are the chances at your current job?). Along the way, if you work at Retensa, it is really important to us that you like your job. So here is what we are looking for, and if you don't like it, that's okay. But if you do, contact us to talk about how we can succeed together.
,
,   We need to optimize and scale our existing online business application. Our software has live clients in the cloud for years. We are looking for a ColdFusion developer with experience scaling and automating client instances. We need to you to take a manual implementation process and fully automate setups, deployments, feature changes, and upgrades. Candidates should have a passion for web development with a vision of creating amazingly automated software.
,
We are looking for a full-time developer. We have plenty to do. This could be an opportunity to be an influential developer on an innovative and expanding cloud-based software team. We are producing advanced data mining concepts and our ColdFusion developers bring that to reality.
,
, As a key member of our Technology team, you will be at the forefront of Talent Management and Cloud-based technology. If you choose Retensa, you will be at the intersection of technology, predictive analytics, and organizational change. Your effort can help up to 1 billion employees in 1 million companies worldwide have a meaningful and fulfilling workplace. 
,
, Bachelor's Degree and 3+ years online application development in ColdFusion.,
, (3) prior ColdFusion SaaS application designs/deployments. Excellent Verbal Communication, Web User Interface Design, and Web Programming Skills. Strong knowledge of Software Architecture, Database integration, Object-Oriented Design (OOD), and Software Debugging. Agile Software Development experience a plus.
,	,
, ,
 ,: ColdFusion 11/2016, jquery/JavaScript, SaaS experience, knowledge on API driven architecture,
 ,: Java, Email Servers, E-Commerce/Merchant Services, Amazon Web Services (AWS)
,
This is real. We are looking for a long-term contributor. As a result, you can be assured that anyone else on our team has been vetted to be a smart, hard-working, high performer. If you like the sound of that, please apply. USA located candidates only please.
,
,
,
,
Due to the high volume of applicants, we may only be able to contact qualified candidates. ,
,
    "
2018-07-29 16:57,https://newyork.craigslist.org/wch/sof/d/technical-software-support/6656733609.html,Technical Software Support,45k - 55k,full-time,,"
        ,
Rapidly growing Software Development company requires a positive, proactive individual. We are looking for individuals who are comfortable troubleshooting issues and have a strong knowledge in IT/Software. ,
,
,
Primary responsibilities: ,
Working directly with clients to help support our software. This will include daily customer interface, consult with clients/configure business software, diagnose/document customer issues, coordinate with other IT personnel and work to resolve issues quickly and effectively through internal engineering and product knowledge. ,
,
Skills & experience required: ,
Positive personality; ability to manage multiple tasks/ projects simultaneously; ability to analyze and solve problems. ,
Also helpful is the ability to converse with client IT personnel and any familiarity with databases. `Comfortable with all levels of customer contact which could include Sales Directors, CEOs' and presidents of client companies. ,
,
If you are looking for a position that you are in control of your growth, want to be on the ground floor with a rapidly growing company and looking to work ""hard"" to meet your goals then please email your resume and cover letter as a PDF describing some of your specific experiences that will qualify you for this position.    "
2018-07-16 15:39,https://newyork.craigslist.org/mnh/sof/d/entry-level-big-data-developer/6645009708.html,Entry Level Big Data Developer,Depending on skill level - competitive compensation,contract,,"
        ,
We have a position in a very personal team working with big data.  Title of the position is Entry Level Big Data Administrator,
,
Pay - Upon agreement per hour, contract. ,
,
Ideal candidate is a graduate with a Computer Science or Engineer degree with accomplished academic record. ,
,
Fluent: Unix/Lenux,
Major Plus: Unix Shell and/or Python,
,
Minimum experience is required as this is a starting position.  ,
Fast learner, analytical and self-starting skills are essential. ,
Mentor-ship will be provided upon your introduction to the team.,
,
On your resume please highlight your internships and related course work.,
    "
2018-07-18 14:04,https://newyork.craigslist.org/brx/sof/d/sql-pro/6646778885.html,SQL Pro,$60-$70K plus benefits,full-time,,"
        ,
A software company in Hackensack NJ, catering for retailers and e-commerce sellers is looking for SQL support person knowledgeable in writing SQL queries.,
,
Experience:,
Ideal candidates must be proficient in writing queries of medium to advanced complexity.,
Queries will be written to help our clients to produce customized reports, troubleshoot database problems and inconsistencies.,
Heavy interaction with other team members in house and end-users over the phone.,
,
Requirements:,
Candidates must have at least 3 years of query writing experience in a working environment outside of college. ,
Excellent verbal communication both in person and over the phone.,
Ability to work as part of a team.,
Fluency in English is a must.,
,
Position must be onsite in our office from 10:00 am-6:30 pm Monday-Friday.,
,
We only hire non-smoking personnel.,
    "
2018-07-19 07:59,https://newyork.craigslist.org/mnh/sof/d/lead-developer-for-early/6647353390.html,Lead developer for early stage business in social mobile space,Pay will consist of fixed amounts for the initial build and the potential for performance-based compensation.,employee's choice,,"
        ,
Looking for a brilliant, motivated computer science / engineering major from a top U.S. university with full stack development expertise, particularly iPhone and Android apps. The company is an early stage business in the social mobile space, and the founder and CEO is a New York based graduate of Harvard with a decade of finance and consulting experience. Qualified candidates must be able to devote significant time and energy and should please respond with a resume, description of relevant skill set, and near-term and long-term availability.    "
2018-07-17 12:39,https://newyork.craigslist.org/mnh/sof/d/sql-developer/6645732990.html,SQL Developer,Competitive DOE,full-time,,"
        ,
We're an educational software company seeking a SQL Developer.,
,
Please reply with resume and salary requirements,
    "
2018-07-16 17:24,https://newyork.craigslist.org/mnh/sof/d/full-stack-engineer-at/6645108813.html,Full Stack Engineer at Nooklyn fixing how people find apartments,commensurate with experience,full-time,"https://images.craigslist.org/00t0t_6s3Ghozouqe_600x450.jpg,https://images.craigslist.org/00P0P_3VnRLFRB7ds_600x450.jpg","
        ,
For all applications:,
,
,
,
Please use our website , to apply (rather than submitting here).,
,
,
,
Perks,
,
Work out of our Union Square office,
Work wearing only your pajamas (remotely),
Health, dental, and vision insurance,
Free coffee, booze, fruity water,
Free oxygen for easy breathing,
Unlimited vacation day policy,
Full Stack Engineer Role,
,
Work across our stack from the front-end to our background processing queue and everywhere in-between.,
Collaborate with the team to gather requirements, design, and implement improvements to our platform.,
Develop, document and extend our own API to enable our iOS and web applications to consume data from our platform.,
Integrate our platform with external services using their web-based APIs.,
Participate in providing support for our customers by helping to triage problems they're having and develop fixes when necessary.,
Your Background,
,
,
,
(If you feel you check a lot of these boxes, but not all, get in touch with us anyway!),
,
3+ years of web development experience using a major server-side stack and relational database.,
In-depth understanding of RESTful API design and how to develop APIs that are reliable and performant.,
Ability to power through ambiguity and thrive in a fast-paced, dynamic start-up environment.,
You enjoy being in a situation where you don't know the answer, are driven to try and figure it out, even if it means going outside your comfort zone and making mistakes.,
Extra Bonus,
,
Experience building web applications with modern Javascript libraries and tooling, like React, Redux, Webpack and ES6/7.,
Comfort to dive into code bases you're unfamiliar, like open source libraries, in search of the answer you're looking for.,
Curiosity for data structures and algorithms,
Love curling up with a good book on design patterns,
You've gone through the apartment search process and are deeply opinionated on how we can improve it.    "
2018-07-19 11:39,https://newyork.craigslist.org/mnh/sof/d/data-analyst-live-in-paradise/6647531604.html,Data Analyst - Live in PARADISE (Relo available),Competitive Pay,full-time,,"
        ,
Are you a Data Analyst that is tired of the cold weather? Sick of being stuck indoors most of the year? What if you could leave work and meet friends and family at the beach in 5 minutes? Now's the time to think about a move to Jupiter, FL ranked one of the happiest places to be. Voloridge Investment Management, LLC offices are located right along Florida's intercoastal waterway. We have beaches, amazing restaurants, shopping and nightlife right at our doorstep. If this sounds appealing please apply for our Data Analyst opening.,
,
,    "
2018-07-19 11:33,https://newyork.craigslist.org/mnh/sof/d/sr-software-engineer-live-in/6647525511.html,Sr. Software Engineer - Live in PARADISE (Relo available),Competitive Pay,full-time,,"
        ,
Are you a Senior Software Engineer that is tired of the cold weather? Sick of being stuck indoors most of the year?  What if you could leave work and meet friends and family at the beach in 5 minutes?  Now's the time to think about a move to Jupiter, FL ranked one of the happiest places to be.  Voloridge Investment Management, LLC offices are located right along Florida's intercoastal waterway. We have beaches, amazing restaurants, shopping and nightlife right at our doorstep.   If this sounds appealing please apply for our Senior Software Engineer opening.,
,
,    "
2018-07-19 11:44,https://newyork.craigslist.org/mnh/sof/d/data-engineer-live-in/6647537829.html,Data Engineer - Live in PARADISE (Relo available),Competitive Pay,full-time,,"
        ,
Are you a Data Engineer that is tired of the cold weather? Sick of being stuck indoors most of the year? What if you could leave work and meet friends and family at the beach in 5 minutes? Now's the time to think about a move to Jupiter, FL ranked one of the happiest places to be. Voloridge Investment Management, LLC offices are located right along Florida's intercoastal waterway. We have beaches, amazing restaurants, shopping and nightlife right at our doorstep. If this sounds appealing please apply for our Data Engineer opening.,
,
,    "
2018-07-20 09:44,https://newyork.craigslist.org/mnh/sof/d/backend-engineer/6648330142.html,Backend Engineer,Minimum $36.12 per hour,full-time,,"
        ,
Percolate Industries, Inc. in New York City, New York seeks Backend Engineer.,
,
Responsibilities: Analyze users' needs and then design, test, and develop software to meet those needs,
Recommend software upgrades for customers' existing programs and systems,
Design each piece of an application or system and plan how the pieces will work together,
Create a variety of models and diagrams (such as flowcharts) that show programmers the software code needed for an application,
Ensure that a program continues to function normally through software maintenance and testing,
Document every aspect of an application or system as a reference for future maintenance and upgrades,
Collaborate with other computer specialists to create optimum software,
Modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.,
Analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,
Confer with systems analysts, engineers, programmers and others to design system and to obtain information on project limitations and capabilities, performance requirements and interfaces.,
Store, retrieve, and manipulate data for analysis of system capabilities and requirements.,
Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.,
,
Education: Master's* degree (or foreign equivalent) in Computer Engineering, Computer Science, or related ,
,
Requirements: Knowledge of technologies like Apache Kafka, Elasticsearch, RabbitMQ; Knowledge of either SQL (e.g. MySQL, PostgreSQL) or NoSQL technologies (e.g. DynamoDB, Redis, Cassandra); Understanding of data structures, algorithms, software engineering design patterns and principles. ,
,
* In lieu of a Master's degree and no experience, Employer will accept applicants with a Bachelor's degree in Computer Engineering, Computer Science, or related who possess 5 years of progressive Post-Baccalaureate experience in the job offered or related positions.,
,
Please mail resume to 107 Grand St, 2nd Floor, New York, NY 10013 quoting job #BE18,
,
    "
2018-07-20 12:45,https://newyork.craigslist.org/que/sof/d/it-specialist-part-time/6648527774.html,I.T. Specialist (Part-time),commensurate with experience,part-time,,"
        ,
Plaza College, Forest Hills (Queens), NY, is seeking a qualified and committed candidate to fill the role (part-time) of an I.T. Support Technician. Reporting directly to the IT Manager, this position offers a flexible schedule (evenings and weekends) in a supportive working environment for an organization with over 100 years of history. The technician assists in all aspects of technological needs for the campus, as delegated on a daily basis. We are looking for an enthusiastic self-starter who is motivated and energetic about technology! ,
,
This is a position with potential for a great deal of professional growth and development! ,
,
Duties Include, but are not limited to: ,
,
•Supports the IT Department in troubleshooting of the organizational users.,
•Contributes in completing tasks related to maintaining and troubleshooting PCs and applications; including hardware and software, communications, and peripherals.,
•Recommends on end-user help and access needs, providing justification for equipment and services.,
•Installs and maintains operating systems and software, using standard administrative packages,
•Executes repair and recovery procedures from hardware or software failures,
•Installs, assembles and configures computers, monitors, network infrastructure and peripherals such as printers, scanners and related hardware; pulls cables and rewires or directs the rewiring of cables as required for new installations and office reconfiguration.,
•Maintains the daily operations of all sound, video, and computer equipment around campus.,
•Investigate and troubleshoot network connectivity of desktop systems,
•Monitoring technological needs for the classroom.,
•Project work may include special assignments as delegated by the IT Manager or CTO,
,
Knowledge, skills and abilities:,
•Technical certifications such as A+ or associate's degree in a related field a plus,
•1-3 years of professional tech,
•Familiar with standard concepts, practices, and procedures of TCP/IP, Microsoft system software and application suites, Active Directory, shared storage, Google Apps, backup and recovery procedures a plus,
•Basic understanding of office applications,
•Strong communication skills (written and verbal),
Plaza College is accredited by the Middle States Association of Colleges and Schools and is an EEOC employer. Log onto the website today at www.plazacollege.edu to learn more about the degree offerings through the School of Business & Technology, School of Allied Health, School of Legal Studies and School of Dental Science.    "
2018-07-20 13:11,https://newyork.craigslist.org/mnh/sof/d/ios-developers-focus-group/6648559962.html,iOS Developers Focus Group,$250.00 for a 60 minute phone interview on new software for iOS developers.,part-time,,"
        ,
JRI, a nationwide market research firm is looking for iOS developers for a focus group on software development.,
We will be conducting 60 minute interviews starting the week of July 23rd. All participants will need to be by their computer for the interview as they will need to view certain items on their screen during the interview.,
,
All participants will receive $250.00 for their time and feedback. If you would like to participate please click on the link below and answer our short questionnaire. If you qualify for our project someone from our staff will get back to you to confirm that you meet the requirements of the study.,
,
OUR STUDY IS FOR RESEARCH PURPOSES ONLY AND YOU WILL NOT BE SOLD ANYTHING. EVERYTHING DISCUSSED WILL BE HELD IN STRICT CONFIDENCE AND YOU WILL NOT BE SOLD ANYTHING. YOUR NAME WILL NEVER BE USED OUTSIDE OF OUR RESEARCH.,
,
Here is the link:,
,
,
,
Thank you in advance for your interest in our research.    "
